X,Y,id,Block,Block num,icon_url
30.1355919320017,-23.7500922948915,"1","14",,./0.png
30.135532761169,-23.7501849591613,"2","14",,./0.png
30.1352947619997,-23.750473835778,,"14",,./0.png
30.1352305738335,-23.7505686936935,,"14",,./0.png
30.1351828407755,-23.7506495638922,,"14",,./0.png
30.1350561610695,-23.7507901432576,,"14",,./0.png
30.1350809361738,-23.7509209547182,,"14",,./0.png
30.1349908966679,-23.7510050419437,,"14",,./0.png
30.1349331669104,-23.7510885851529,,"14",,./0.png
30.134854327748,-23.7511717366569,,"14",,./0.png
30.1348926765071,-23.7512925090579,,"14",,./0.png
30.1349446385394,-23.7512454488359,,"14",,./0.png
30.1350523126959,-23.75115025447,,"14",,./0.png
30.1347360259423,-23.751184977952,,"14",,./0.png
30.1348173991863,-23.7512413728099,,"14",,./0.png
30.134841697209,-23.7510394353611,,"14",,./0.png
30.1347261668337,-23.7510395785598,,"14",,./0.png
30.1346598825058,-23.7511166740161,,"14",,./0.png
30.1350016597953,-23.7506553499649,,"14",,./0.png
30.1351270024024,-23.7504907336541,,"14",,./0.png
30.1352545778569,-23.7503375930077,,"14",,./0.png
30.1354502817244,-23.7501365482433,,"14",,./0.png
30.1355195114241,-23.7500383534106,,"14",,./0.png
30.1352920982027,-23.7501416178834,,"14",,./0.png
30.1352374733605,-23.7502252188585,,"14",,./0.png
30.1351851990384,-23.7502865663929,,"14",,./0.png
30.1351192984917,-23.7503745318746,,"14",,./0.png
30.1350587401449,-23.7504454448803,,"14",,./0.png
30.1349796512034,-23.7505400262244,,"14",,./0.png
30.1349341810572,-23.7506026433309,,"14",,./0.png
30.1348049050792,-23.7507483197671,,"14",,./0.png
30.1346800324832,-23.7509198051019,,"14",,./0.png
30.1346257197956,-23.750989118633,,"14",,./0.png
30.1344854626977,-23.7510122432694,,"14",,./0.png
30.1346012555805,-23.7508583129033,,"14",,./0.png
30.1349006915034,-23.7504585206479,,"14",,./0.png
30.1349682747571,-23.7504071764751,,"14",,./0.png
30.135097950624,-23.750243212284,,"14",,./0.png
30.1352062166834,-23.7500925720122,,"14",,./0.png
30.1352662790416,-23.7500159325404,,"14",,./0.png
30.1353438003968,-23.7499361866068,,"14",,./0.png
30.1352428480238,-23.7498662793194,,"14",,./0.png
30.1351995363555,-23.7499438012612,,"14",,./0.png
30.1351315231778,-23.7500431619423,,"14",,./0.png
30.1350755863149,-23.7501015829015,,"14",,./0.png
30.1350202278792,-23.7501903156464,,"14",,./0.png
30.1349567404877,-23.7502531702147,,"14",,./0.png
30.1349097534108,-23.7503283369833,,"14",,./0.png
30.1348321689813,-23.7504109400783,,"14",,./0.png
30.1347638848264,-23.7504942874101,,"14",,./0.png
30.1347035966642,-23.7505812133825,,"14",,./0.png
30.1345857838318,-23.750713952799,,"14",,./0.png
30.1345104070383,-23.750809174462,,"14",,./0.png
30.1344566275634,-23.7508824998532,,"14",,./0.png
30.1343696544395,-23.7508265726297,,"14",,./0.png
30.1344848764657,-23.7506703448795,,"14",,./0.png
30.1349203920943,-23.7501261460479,,"14",,./0.png
30.1349849507945,-23.7500427295021,,"14",,./0.png
30.1350436839367,-23.7499700674933,,"14",,./0.png
30.1351074714586,-23.7498934971974,,"14",,./0.png
30.1351791095957,-23.7497987775186,,"14",,./0.png
30.1350349159706,-23.7498315489498,,"14",,./0.png
30.1344083454216,-23.7506197569217,,"14",,./0.png
30.1342309396482,-23.7508360044302,,"14",,./0.png
30.1341526336723,-23.7507813813791,,"14",,./0.png
30.1342043253573,-23.7507183082838,,"14",,./0.png
30.1343321649192,-23.7505531673256,,"14",,./0.png
30.1343908235568,-23.7504839345423,,"14",,./0.png
30.1345792712506,-23.7502455946641,,"14",,./0.png
30.1346929879168,-23.7501013448424,,"14",,./0.png
30.134802646165,-23.7499438700908,,"14",,./0.png
30.1348720340241,-23.7498668320938,,"14",,./0.png
30.1349485265246,-23.749777348067,,"14",,./0.png
30.1350053594413,-23.7497063659634,,"14",,./0.png
30.1349246502288,-23.7496196825059,,"14",,./0.png
30.1348540159716,-23.7497252833372,,"14",,./0.png
30.1347402748141,-23.7498706763047,,"14",,./0.png
30.1346071241258,-23.7500231413502,,"14",,./0.png
30.1345442775939,-23.7501134501105,,"14",,./0.png
30.1344283101766,-23.7502753813076,,"14",,./0.png
30.1342982754997,-23.7504273321253,,"14",,./0.png
30.1342425333784,-23.7505051947701,,"14",,./0.png
30.1341376956571,-23.7506410332003,,"14",,./0.png
30.1341711445239,-23.7505884841871,,"14",,./0.png
30.13397740865,-23.7506712179946,,"14",,./0.png
30.1341593107809,-23.7504481936192,,"14",,./0.png
30.1342158314875,-23.750391499028,,"14",,./0.png
30.1344617259986,-23.7500541747081,,"14",,./0.png
30.1345273138712,-23.7499804966827,,"14",,./0.png
30.1345809802394,-23.7499123145948,,"14",,./0.png
30.1346310090207,-23.7498400629582,,"14",,./0.png
30.1346914421116,-23.7497748649726,,"14",,./0.png
30.1347337201507,-23.74971619072,,"14",,./0.png
30.134770705925,-23.7496722829367,,"14",,./0.png
30.134820859646,-23.7495943163554,,"14",,./0.png
30.1347543464983,-23.7495259053445,,"14",,./0.png
30.1346884798601,-23.7495981490291,,"14",,./0.png
30.134658665207,-23.7496407605572,,"14",,./0.png
30.1345717883633,-23.749750633604,,"14",,./0.png
30.1344952455796,-23.7498424033651,,"14",,./0.png
30.1342590900588,-23.7501604701003,,"14",,./0.png
30.134195457162,-23.7502015963362,,"14",,./0.png
30.1341403559552,-23.7503069133145,,"14",,./0.png
30.1340840680561,-23.7503813354616,,"14",,./0.png
30.1338138451003,-23.7505532668298,,"14",,./0.png
30.1339257002784,-23.7504089831146,,"14",,./0.png
30.1339802258489,-23.7503299545801,,"14",,./0.png
30.1340368717515,-23.7502675451984,,"14",,./0.png
30.134125536869,-23.7501611360179,,"14",,./0.png
30.1343049169817,-23.749939779734,,"14",,./0.png
30.1343517790539,-23.7498703280261,,"14",,./0.png
30.1344092206554,-23.7497999291854,,"14",,./0.png
30.1344743502642,-23.7497188103313,,"14",,./0.png
30.1345471428173,-23.7496281144232,,"14",,./0.png
30.1346106099305,-23.7495378171543,,"14",,./0.png
30.1346626763036,-23.7494575992431,,"14",,./0.png
30.1345779871272,-23.7494108620685,,"14",,./0.png
30.1345115534655,-23.7494948153795,,"14",,./0.png
30.1343344700438,-23.7497247903824,,"14",,./0.png
30.1344055503206,-23.7496272021547,,"14",,./0.png
30.1344547204063,-23.7495657972858,,"14",,./0.png
30.1341927973357,-23.7498976787557,,"14",,./0.png
30.1341360890932,-23.7499629456491,,"14",,./0.png
30.1340923061229,-23.7500335978605,,"14",,./0.png
30.1340312142139,-23.7501004985039,,"14",,./0.png
30.1339735219043,-23.7501823268845,,"14",,./0.png
30.1337276435915,-23.750490492986,,"14",,./0.png
30.1337818938851,-23.7504240372214,,"14",,./0.png
30.1338295850018,-23.7503734677945,,"14",,./0.png
30.1337684483739,-23.7502722823778,,"14",,./0.png
30.1336282163396,-23.7504360493711,,"14",,./0.png
30.133900953971,-23.7502627357052,,"14",,./0.png
30.1338794195692,-23.7501399883495,,"14",,./0.png
30.1339376826944,-23.7500604574737,,"14",,./0.png
30.1341272595065,-23.7498272845758,,"14",,./0.png
30.1340574882552,-23.7498934524445,,"14",,./0.png
30.1340093843142,-23.7499628810014,,"14",,./0.png
30.1341937436587,-23.7497410455299,,"14",,./0.png
30.1344967652398,-23.749347609359,,"14",,./0.png
30.13414683912,-23.7491318668874,,"14",,./0.png
30.1340279682708,-23.7492845964544,,"14",,./0.png
30.1334124327978,-23.7500792938469,,"14",,./0.png
30.1333025526834,-23.7502184683761,,"14",,./0.png
30.1333557992359,-23.7501411314943,,"14",,./0.png
30.1332198639263,-23.7501654786968,,"14",,./0.png
30.1332705143796,-23.7500932391113,,"14",,./0.png
30.1338739165198,-23.7493137535554,,"14",,./0.png
30.1339428338661,-23.7492298466387,,"14",,./0.png
30.1339896332318,-23.7491632524586,,"14",,./0.png
30.1339872375967,-23.7490174198633,,"14",,./0.png
30.134054129349,-23.7490826937342,,"14",,./0.png
30.1339117163557,-23.7490909133204,,"14",,./0.png
30.1338683041025,-23.7491730067303,,"14",,./0.png
30.1337438201924,-23.7493267753067,,"14",,./0.png
30.1335603644797,-23.7495640633936,,"14",,./0.png
30.1334982186636,-23.7496223684919,,"14",,./0.png
30.1334342175751,-23.7497086533006,,"14",,./0.png
30.1333277249011,-23.7498633271438,,"14",,./0.png
30.1332563484301,-23.7499460446355,,"14",,./0.png
30.1331804130011,-23.7500383966535,,"14",,./0.png
30.1331300630573,-23.7500969205587,,"14",,./0.png
30.1330496825626,-23.7500519777013,,"14",,./0.png
30.1331157970907,-23.7499542979681,,"14",,./0.png
30.1331708759082,-23.7499067244931,,"14",,./0.png
30.1332137504443,-23.7498492052247,,"14",,./0.png
30.1332357610767,-23.7498084501535,,"14",,./0.png
30.1332665387929,-23.7497644275244,,"14",,./0.png
30.1333427369245,-23.7496600742448,,"14",,./0.png
30.1334091338143,-23.7495778359757,,"14",,./0.png
30.133471467447,-23.7495109586314,,"14",,./0.png
30.1335991938351,-23.7493509616044,,"14",,./0.png
30.1336523772151,-23.74927648199,,"14",,./0.png
30.1337736817961,-23.7491260847901,,"14",,./0.png
30.1338401407182,-23.7490409888495,,"14",,./0.png
30.1339081115998,-23.7489719290423,,"14",,./0.png
30.1338206692942,-23.7489091322898,,"14",,./0.png
30.1337478767329,-23.7489998278524,,"14",,./0.png
30.1336932816642,-23.7490536994617,,"14",,./0.png
30.1336373646153,-23.7491395627211,,"14",,./0.png
30.1335838108316,-23.749202601099,,"14",,./0.png
30.1334989212455,-23.7493067932044,,"14",,./0.png
30.1334423204946,-23.7493955022712,,"14",,./0.png
30.1333939211437,-23.7494500604775,,"14",,./0.png
30.1333548596008,-23.7495036485714,,"14",,./0.png
30.1332927460964,-23.7495888249238,,"14",,./0.png
30.1332022808401,-23.7496923415998,,"14",,./0.png
30.1330799732765,-23.7498884570542,,"14",,./0.png
30.1327922219706,-23.7498682498939,,"14",,./0.png
30.1328694300596,-23.7499445784456,,"14",,./0.png
30.1329408231759,-23.7499744898626,,"14",,./0.png
30.1329326104068,-23.7498674261578,,"14",,./0.png
30.1328523303094,-23.7498179113346,,"14",,./0.png
30.1329100356095,-23.7497355119368,,"14",,./0.png
30.1333769950665,-23.7502793089832,,"14",,./0.png
30.1334243909531,-23.7502138695427,,"14",,./0.png
30.1334956010499,-23.7501245741335,,"14",,./0.png
30.1337739383585,-23.7499507928781,,"14",,./0.png
30.1336029857659,-23.7503260970421,,"14",,./0.png
30.1336719664795,-23.7502393328961,,"14",,./0.png
30.1334662968768,-23.7503281334631,,"14",,./0.png
30.1335273766488,-23.7502618045689,,"14",,./0.png
30.1335851068201,-23.7501782619294,,"14",,./0.png
30.1337796507664,-23.7500869678023,,"14",,./0.png
30.1338560564671,-23.7500014848038,,"14",,./0.png
30.1339109273254,-23.7499350404877,,"14",,./0.png
30.1339762325525,-23.7498459210805,,"14",,./0.png
30.1340825993159,-23.7496969615726,,"14",,./0.png
30.1340254656941,-23.7496398728497,,"14",,./0.png
30.1341299245942,-23.7494645788434,,"14",,./0.png
30.1341933618503,-23.749404010555,,"14",,./0.png
30.1337396521191,-23.7488507426337,,"14",,./0.png
30.1336799525979,-23.7489108084008,,"14",,./0.png
30.1336186232192,-23.7489885671474,,"14",,./0.png
30.1335627437159,-23.7490727159214,,"14",,./0.png
30.1334972884333,-23.7491686929986,,"14",,./0.png
30.1334529346812,-23.7492370475604,,"14",,./0.png
30.1333750047403,-23.7493070656997,,"14",,./0.png
30.1333459831067,-23.749185894476,,"14",,./0.png
30.1332700992657,-23.7491341746249,,"14",,./0.png
30.1331866150104,-23.7490891742597,,"14",,./0.png
30.1330864231444,-23.749012990914,,"14",,./0.png
30.1330068144068,-23.7489612017959,,"14",,./0.png
30.1329273059132,-23.7489048407597,,"14",,./0.png
30.1328316303329,-23.7488493229586,,"14",,./0.png
30.1327493129885,-23.7488077743527,,"14",,./0.png
30.1331551279134,-23.7489387996324,,"14",,./0.png
30.1332319277536,-23.7490054011993,,"14",,./0.png
30.1333164032665,-23.7490618542975,,"14",,./0.png
30.1333999877211,-23.7491022827108,,"14",,./0.png
30.1332908991571,-23.7489218816737,,"14",,./0.png
30.1333445781446,-23.7488531285426,,"14",,./0.png
30.1336589391842,-23.7487926444463,,"14",,./0.png
30.1336137770212,-23.7488695598393,,"14",,./0.png
30.133541222226,-23.7489493970657,,"14",,./0.png
30.1334711257072,-23.7490304233181,,"14",,./0.png
30.1333790997574,-23.7489784038865,,"14",,./0.png
30.1335907810416,-23.7487284903587,,"14",,./0.png
30.1335305181383,-23.7488142729219,,"14",,./0.png
